ID	Symbol	Name	Gene Groups
27131	SNX5	sorting nexin 5	PX-BAR domain containing, Small nucleolar RNA protein coding host genes, Sorting nexins
58533	SNX6	sorting nexin 6	PX-BAR domain containing, Sorting nexins
51375	SNX7	sorting nexin 7	PX-BAR domain containing, Sorting nexins
29886	SNX8	sorting nexin 8	PX-BAR domain containing, MicroRNA protein coding host genes, Sorting nexins
51429	SNX9	sorting nexin 9	PX-BAR domain containing, Sorting nexins
29887	SNX10	sorting nexin 10	Sorting nexins
29916	SNX11	sorting nexin 11	Sorting nexins
29934	SNX12	sorting nexin 12	Sorting nexins
23161	SNX13	sorting nexin 13	Sorting nexins
57231	SNX14	sorting nexin 14	Sorting nexins
29907	SNX15	sorting nexin 15	Sorting nexins
64089	SNX16	sorting nexin 16	Sorting nexins
9784	SNX17	sorting nexin 17	Sorting nexins
112574	SNX18	sorting nexin 18	PX-BAR domain containing, Sorting nexins
399979	SNX19	sorting nexin 19	Sorting nexins
124460	SNX20	sorting nexin 20	Sorting nexins
90203	SNX21	sorting nexin family member 21	Tetratricopeptide repeat domain containing, Sorting nexins
79856	SNX22	sorting nexin 22	Sorting nexins
28966	SNX24	sorting nexin 24	Sorting nexins
83891	SNX25	sorting nexin 25	Sorting nexins
81609	SNX27	sorting nexin 27	Sorting nexins, PDZ domain containing
92017	SNX29	sorting nexin 29	Sorting nexins
401548	SNX30	sorting nexin family member 30	PX-BAR domain containing, Sorting nexins, Autophagy related
169166	SNX31	sorting nexin 31	Sorting nexins
254122	SNX32	sorting nexin 32	PX-BAR domain containing, Sorting nexins
257364	SNX33	sorting nexin 33	PX-BAR domain containing
6646	SOAT1	sterol O-acyltransferase 1	
8435	SOAT2	sterol O-acyltransferase 2	
55084	SOBP	sine oculis binding protein homolog	
8651	SOCS1	suppressor of cytokine signaling 1	Suppressors of cytokine signaling, SH2 domain containing
8835	SOCS2	suppressor of cytokine signaling 2	Suppressors of cytokine signaling, SH2 domain containing
9021	SOCS3	suppressor of cytokine signaling 3	Suppressors of cytokine signaling, SH2 domain containing
122809	SOCS4	suppressor of cytokine signaling 4	Suppressors of cytokine signaling, SH2 domain containing
9655	SOCS5	suppressor of cytokine signaling 5	Suppressors of cytokine signaling, SH2 domain containing
9306	SOCS6	suppressor of cytokine signaling 6	Suppressors of cytokine signaling, SH2 domain containing
30837	SOCS7	suppressor of cytokine signaling 7	Suppressors of cytokine signaling, SH2 domain containing
6647	SOD1	superoxide dismutase 1	Superoxide dismutases
6648	SOD2	superoxide dismutase 2	Superoxide dismutases
6649	SOD3	superoxide dismutase 3	Superoxide dismutases
402381	SOHLH1	spermatogenesis and oogenesis specific basic helix-loop-helix 1	Basic helix-loop-helix proteins
54937	SOHLH2	spermatogenesis and oogenesis specific basic helix-loop-helix 2	Basic helix-loop-helix proteins
6651	SON	SON DNA and RNA binding protein	G-patch domain containing, Minor histocompatibility antigens, MicroRNA protein coding host genes
10580	SORBS1	sorbin and SH3 domain containing 1	
8470	SORBS2	sorbin and SH3 domain containing 2	
10174	SORBS3	sorbin and SH3 domain containing 3	
114815	SORCS1	sortilin related VPS10 domain containing receptor 1	
57537	SORCS2	sortilin related VPS10 domain containing receptor 2	MicroRNA protein coding host genes
22986	SORCS3	sortilin related VPS10 domain containing receptor 3	
6652	SORD	sorbitol dehydrogenase	
6653	SORL1	sortilin related receptor 1	Fibronectin type III domain containing
6272	SORT1	sortilin 1	
6654	SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1	Pleckstrin homology domain containing, Dbl family Rho GEFs
6655	SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2	Pleckstrin homology domain containing, Dbl family Rho GEFs
50964	SOST	sclerostin	DAN family
25928	SOSTDC1	sclerostin domain containing 1	DAN family
134548	SOWAHA	sosondowah ankyrin repeat domain family member A	Ankyrin repeat domain containing
345079	SOWAHB	sosondowah ankyrin repeat domain family member B	Ankyrin repeat domain containing
65124	SOWAHC	sosondowah ankyrin repeat domain family member C	Ankyrin repeat domain containing
347454	SOWAHD	sosondowah ankyrin repeat domain family member D	Ankyrin repeat domain containing
6656	SOX1	SRY-box transcription factor 1	SRY-box transcription factors
6657	SOX2	SRY-box transcription factor 2	SRY-box transcription factors
6658	SOX3	SRY-box transcription factor 3	SRY-box transcription factors
6659	SOX4	SRY-box transcription factor 4	SRY-box transcription factors
6660	SOX5	SRY-box transcription factor 5	SRY-box transcription factors
55553	SOX6	SRY-box transcription factor 6	MicroRNA protein coding host genes, SRY-box transcription factors
83595	SOX7	SRY-box transcription factor 7	SRY-box transcription factors
30812	SOX8	SRY-box transcription factor 8	SRY-box transcription factors
6662	SOX9	SRY-box transcription factor 9	SRY-box transcription factors
6663	SOX10	SRY-box transcription factor 10	SRY-box transcription factors
6664	SOX11	SRY-box transcription factor 11	SRY-box transcription factors
6666	SOX12	SRY-box transcription factor 12	SRY-box transcription factors
9580	SOX13	SRY-box transcription factor 13	SRY-box transcription factors
8403	SOX14	SRY-box transcription factor 14	SRY-box transcription factors
6665	SOX15	SRY-box transcription factor 15	SRY-box transcription factors
64321	SOX17	SRY-box transcription factor 17	SRY-box transcription factors
54345	SOX18	SRY-box transcription factor 18	SRY-box transcription factors
11166	SOX21	SRY-box transcription factor 21	SRY-box transcription factors
11063	SOX30	SRY-box transcription factor 30	SRY-box transcription factors
6667	SP1	Sp1 transcription factor	Sp transcription factors, Zinc fingers C2H2-type
6668	SP2	Sp2 transcription factor	Sp transcription factors, Zinc fingers C2H2-type
6670	SP3	Sp3 transcription factor	Sp transcription factors, Zinc fingers C2H2-type
6671	SP4	Sp4 transcription factor	Sp transcription factors, Zinc fingers C2H2-type, MicroRNA protein coding host genes
389058	SP5	Sp5 transcription factor	Sp transcription factors, Zinc fingers C2H2-type
80320	SP6	Sp6 transcription factor	Sp transcription factors, Zinc fingers C2H2-type
121340	SP7	Sp7 transcription factor	Sp transcription factors, Zinc fingers C2H2-type
221833	SP8	Sp8 transcription factor	Sp transcription factors, Zinc fingers C2H2-type
100131390	SP9	Sp9 transcription factor	Sp transcription factors, Zinc fingers C2H2-type
6672	SP100	SP100 nuclear antigen	Bromodomain containing, PHD finger proteins
3431	SP110	SP110 nuclear body protein	Bromodomain containing, PHD finger proteins, Minor histocompatibility antigens
11262	SP140	SP140 nuclear body protein	Bromodomain containing, PHD finger proteins
93349	SP140L	SP140 nuclear body protein like	Bromodomain containing, PHD finger proteins
53340	SPA17	sperm autoantigenic protein 17	
158376	SPAAR	small regulatory polypeptide of amino acid response	
81833	SPACA1	sperm acrosome associated 1	
124912	SPACA3	sperm acrosome associated 3	Lysozymes, c-type
171169	SPACA4	sperm acrosome associated 4	LY6/PLAUR domain containing
389852	SPACA5	sperm acrosome associated 5	Proteins encoded by multiple genes, Lysozymes, c-type
729201	SPACA5B	sperm acrosome associated 5B	Proteins encoded by multiple genes, Lysozymes, c-type
147650	SPACA6	sperm acrosome associated 6	MicroRNA protein coding host genes
122258	SPACA7	sperm acrosome associated 7	
11092	SPACA9	sperm acrosome associated 9	
402573	SPACDR	sperm acrosome developmental regulator	
112577516	SPADH	spermadhesin family member	
6674	SPAG1	sperm associated antigen 1	Axonemal dynein assembly factors, Tetratricopeptide repeat domain containing, R2SP complex
6676	SPAG4	sperm associated antigen 4	SUN family
10615	SPAG5	sperm associated antigen 5	
9576	SPAG6	sperm associated antigen 6	Armadillo repeat containing, Cilia and flagella associated
9552	SPAG7	sperm associated antigen 7	
26206	SPAG8	sperm associated antigen 8	
9043	SPAG9	sperm associated antigen 9	
653423	SPAG11A	sperm associated antigen 11A	
10407	SPAG11B	sperm associated antigen 11B	
79582	SPAG16	sperm associated antigen 16	WD repeat domain containing, MicroRNA protein coding host genes
200162	SPAG17	sperm associated antigen 17	
6677	SPAM1	sperm adhesion molecule 1	Hyaluronidases
30014	SPANXA1	sperm protein associated with the nucleus, X-linked, family member A1	Proteins encoded by multiple genes, SPANX family
728712	SPANXA2	SPANX family member A2	Proteins encoded by multiple genes, SPANX family
728695	SPANXB1	SPANX family member B1	SPANX family
64663	SPANXC	SPANX family member C	SPANX family
64648	SPANXD	SPANX family member D	SPANX family
494118	SPANXN1	SPANX family member N1	SPANX family
494119	SPANXN2	SPANX family member N2	SPANX family
139067	SPANXN3	SPANX family member N3	SPANX family
441525	SPANXN4	SPANX family member N4	SPANX family
494197	SPANXN5	SPANX family member N5	SPANX family
6678	SPARC	secreted protein acidic and cysteine rich	Secretory calcium-binding phosphoprotein family, SPARC family
8404	SPARCL1	SPARC like 1	Secretory calcium-binding phosphoprotein family, SPARC family
23111	SPART	spartin	
6683	SPAST	spastin	AAA ATPases
100505741	SPATA1	spermatogenesis associated 1	
9825	SPATA2	spermatogenesis associated 2	Protein phosphatase 1 regulatory subunits
124044	SPATA2L	spermatogenesis associated 2 like	
130560	SPATA3	spermatogenesis associated 3	
132851	SPATA4	spermatogenesis associated 4	Cilia and flagella associated
54558	SPATA6	spermatogenesis associated 6	
55064	SPATA6L	spermatogenesis associated 6 like	
55812	SPATA7	spermatogenesis associated 7	
83890	SPATA9	spermatogenesis associated 9	
353324	SPATA12	spermatogenesis associated 12	
221178	SPATA13	spermatogenesis associated 13	Pleckstrin homology domain containing, MicroRNA protein coding host genes, Dbl family Rho GEFs
83893	SPATA16	spermatogenesis associated 16	
128153	SPATA17	spermatogenesis associated 17	Cilia and flagella associated
132671	SPATA18	spermatogenesis associated 18	
219938	SPATA19	spermatogenesis associated 19	
64847	SPATA20	spermatogenesis associated 20	
374955	SPATA21	spermatogenesis associated 21	EF-hand domain containing
84690	SPATA22	spermatogenesis associated 22	
202051	SPATA24	spermatogenesis associated 24	
128497	SPATA25	spermatogenesis associated 25	
647060	SPATA31A1	SPATA31 subfamily A member 1	
727830	SPATA31A3	SPATA31 subfamily A member 3	
727905	SPATA31A5	SPATA31 subfamily A member 5	
389730	SPATA31A6	SPATA31 subfamily A member 6	
26165	SPATA31A7	SPATA31 subfamily A member 7	
441452	SPATA31C1	SPATA31 subfamily C member 1	
645961	SPATA31C2	SPATA31 subfamily C member 2	
389763	SPATA31D1	SPATA31 subfamily D member 1	
389762	SPATA31D3	SPATA31 subfamily D member 3	
389761	SPATA31D4	SPATA31 subfamily D member 4	
286234	SPATA31E1	SPATA31 subfamily E member 1	
259308	SPATA31F1	SPATA31 subfamily F member 1	
100129969	SPATA31F3	SPATA31 subfamily F member 3	
138724	SPATA31G1	SPATA31 subfamily G member 1	
84226	SPATA31H1	SPATA31 subfamily H member 1	
124783	SPATA32	spermatogenesis associated 32	
124045	SPATA33	spermatogenesis associated 33	
149643	SPATA45	spermatogenesis associated 45	
284680	SPATA46	spermatogenesis associated 46	
375686	SPATC1	spermatogenesis and centriole associated 1	
84221	SPATC1L	spermatogenesis and centriole associated 1 like	
221409	SPATS1	spermatogenesis associated serine rich 1	
65244	SPATS2	spermatogenesis associated serine rich 2	
26010	SPATS2L	spermatogenesis associated serine rich 2 like	
147841	SPC24	SPC24 component of NDC80 kinetochore complex	NDC80 kinetochore complex 
57405	SPC25	SPC25 component of NDC80 kinetochore complex	NDC80 kinetochore complex 
28972	SPCS1	signal peptidase complex subunit 1	
9789	SPCS2	signal peptidase complex subunit 2	
60559	SPCS3	signal peptidase complex subunit 3	
25803	SPDEF	SAM pointed domain containing ETS transcription factor	ETS transcription factor family
54908	SPDL1	spindle apparatus coiled-coil protein 1	
245711	SPDYA	speedy/RINGO cell cycle regulator family member A	Speedy/RINGO cell cycle regulator family
387778	SPDYC	speedy/RINGO cell cycle regulator family member C	Speedy/RINGO cell cycle regulator family
285955	SPDYE1	speedy/RINGO cell cycle regulator family member E1	Speedy/RINGO cell cycle regulator family
441273	SPDYE2	speedy/RINGO cell cycle regulator family member E2	Speedy/RINGO cell cycle regulator family
100310812	SPDYE2B	speedy/RINGO cell cycle regulator family member E2B	Speedy/RINGO cell cycle regulator family
441272	SPDYE3	speedy/RINGO cell cycle regulator family member E3	Speedy/RINGO cell cycle regulator family
388333	SPDYE4	speedy/RINGO cell cycle regulator family member E4	Speedy/RINGO cell cycle regulator family
442590	SPDYE5	speedy/RINGO cell cycle regulator family member E5	Speedy/RINGO cell cycle regulator family
729597	SPDYE6	speedy/RINGO cell cycle regulator family member E6	Speedy/RINGO cell cycle regulator family
728524	SPDYE8	speedy/RINGO cell cycle regulator family member E8	Speedy/RINGO cell cycle regulator family
643909	SPDYE9	speedy/RINGO cell cycle regulator family member E9	Speedy/RINGO cell cycle regulator family
643862	SPDYE10	speedy/RINGO cell cycle regulator family member E10	Speedy/RINGO cell cycle regulator family
100996746	SPDYE11	speedy/RINGO cell cycle regulator family member E11	Speedy/RINGO cell cycle regulator family
100101268	SPDYE12	speedy/RINGO cell cycle regulator family member E12	Speedy/RINGO cell cycle regulator family
105180390	SPDYE13	speedy/RINGO cell cycle regulator family member E13	Speedy/RINGO cell cycle regulator family
641776	SPDYE14	speedy/RINGO cell cycle regulator family member E14	Speedy/RINGO cell cycle regulator family
105180391	SPDYE15	speedy/RINGO cell cycle regulator family member E15	Speedy/RINGO cell cycle regulator family
102723555	SPDYE16	speedy/RINGO cell cycle regulator family member E16	Speedy/RINGO cell cycle regulator family
102723849	SPDYE17	speedy/RINGO cell cycle regulator family member E17	Speedy/RINGO cell cycle regulator family
100505767	SPDYE18	speedy/RINGO cell cycle regulator family member E18	Speedy/RINGO cell cycle regulator family
442572	SPDYE21	speedy/RINGO cell cycle regulator family member E21	Speedy/RINGO cell cycle regulator family
92521	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	
23384	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like	
25876	SPEF1	sperm flagellar 1	
79925	SPEF2	sperm flagellar 2	
10290	SPEG	striated muscle enriched protein kinase	Myosin light chain kinase family, I-set domain containing
100996693	SPEGNB	SPEG neighbor	
374768	SPEM1	spermatid maturation 1	
201243	SPEM2	SPEM family member 2	
107983988	SPEM3	SPEM family member 3	
23013	SPEN	spen family transcriptional repressor	RNA binding motif containing
246777	SPESP1	sperm equatorial segment protein 1	
6687	SPG7	SPG7 matrix AAA peptidase subunit, paraplegin	AAA ATPases
80208	SPG11	SPG11 vesicle trafficking associated, spatacsin	
51324	SPG21	SPG21 abhydrolase domain containing, maspardin	Abhydrolase domain containing
8877	SPHK1	sphingosine kinase 1	
56848	SPHK2	sphingosine kinase 2	
80309	SPHKAP	SPHK1 interactor, AKAP domain containing	A-kinase anchoring proteins
6688	SPI1	Spi-1 proto-oncogene	ETS transcription factor family
6689	SPIB	Spi-B transcription factor	ETS transcription factor family
121599	SPIC	Spi-C transcription factor	ETS transcription factor family
152185	SPICE1	spindle and centriole associated protein 1	
23514	SPIDR	scaffold protein involved in DNA repair	
10927	SPIN1	spindlin 1	Tudor domain containing, Spindlin family
54466	SPIN2A	spindlin family member 2A	Tudor domain containing, Spindlin family
474343	SPIN2B	spindlin family member 2B	Tudor domain containing, Spindlin family
169981	SPIN3	spindlin family member 3	Tudor domain containing, Spindlin family
139886	SPIN4	spindlin family member 4	Tudor domain containing, Spindlin family
144097	SPINDOC	spindlin interactor and repressor of chromatin binding	
6690	SPINK1	serine peptidase inhibitor Kazal type 1	Serine peptidase inhibitors, Kazal type
6691	SPINK2	serine peptidase inhibitor Kazal type 2	Serine peptidase inhibitors, Kazal type
27290	SPINK4	serine peptidase inhibitor Kazal type 4	Serine peptidase inhibitors, Kazal type
11005	SPINK5	serine peptidase inhibitor Kazal type 5	Serine peptidase inhibitors, Kazal type
404203	SPINK6	serine peptidase inhibitor Kazal type 6	Serine peptidase inhibitors, Kazal type
84651	SPINK7	serine peptidase inhibitor Kazal type 7	Serine peptidase inhibitors, Kazal type
646424	SPINK8	serine peptidase inhibitor Kazal type 8 (putative)	MicroRNA protein coding host genes, Serine peptidase inhibitors, Kazal type
643394	SPINK9	serine peptidase inhibitor Kazal type 9	Serine peptidase inhibitors, Kazal type
153218	SPINK13	serine peptidase inhibitor Kazal type 13	Serine peptidase inhibitors, Kazal type
408187	SPINK14	serine peptidase inhibitor Kazal type 14 (putative)	Serine peptidase inhibitors, Kazal type
6692	SPINT1	serine peptidase inhibitor, Kunitz type 1	
10653	SPINT2	serine peptidase inhibitor, Kunitz type 2	
10816	SPINT3	serine peptidase inhibitor, Kunitz type 3	
391253	SPINT4	serine peptidase inhibitor, Kunitz type 4	
56907	SPIRE1	spire type actin nucleation factor 1	
84501	SPIRE2	spire type actin nucleation factor 2	
388381	SPMAP1	sperm microtubule associated protein 1	
51298	SPMAP2	sperm microtubule associated protein 2	
100506564	SPMAP2L	sperm microtubule associated protein 2 like	
100130705	SPMIP1	sperm microtubule inner protein 1	
152940	SPMIP2	sperm microtubule inner protein 2	
200159	SPMIP3	sperm microtubule inner protein 3	
136895	SPMIP4	sperm microtubule inner protein 4	
143379	SPMIP5	sperm microtubule inner protein 5	
84688	SPMIP6	sperm microtubule inner protein 6	
100130988	SPMIP7	sperm microtubule inner protein 7	
374739	SPMIP8	sperm microtubule inner protein 8	
200523	SPMIP9	sperm microtubule inner protein 9	
389320	SPMIP10	sperm microtubule inner protein 10	
255411	SPMIP11	sperm microtubule inner protein 11	
6693	SPN	sialophorin	CD molecules
83985	SPNS1	SPNS lysolipid transporter 1, lysophospholipid	Solute carrier family 63, sphingosine phosphate transporters
124976	SPNS2	SPNS lysolipid transporter 2, sphingosine-1-phosphate	Solute carrier family 63, sphingosine phosphate transporters
201305	SPNS3	SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)	Solute carrier family 63, sphingosine phosphate transporters
23626	SPO11	SPO11 initiator of meiotic double strand breaks	
90853	SPOCD1	SPOC domain containing 1	Protein phosphatase 1 regulatory subunits
6695	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	SPARC family
9806	SPOCK2	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2	SPARC family
50859	SPOCK3	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3	SPARC family
10418	SPON1	spondin 1	
10417	SPON2	spondin 2	
8405	SPOP	speckle type BTB/POZ protein	BTB domain containing
339745	SPOPL	speckle type BTB/POZ protein like	BTB domain containing
51490	SPOUT1	SPOUT domain containing methyltransferase 1	SPOUT methyltransferase domain containing
6696	SPP1	secreted phosphoprotein 1	Receptor ligands, SIBLING family
6694	SPP2	secreted phosphoprotein 2	
84888	SPPL2A	signal peptide peptidase like 2A	Peptidase family A22
56928	SPPL2B	signal peptide peptidase like 2B	Peptidase family A22
162540	SPPL2C	signal peptide peptidase like 2C	Peptidase family A22
121665	SPPL3	signal peptide peptidase like 3	Peptidase family A22
6697	SPR	sepiapterin reductase	Short chain dehydrogenase/reductase superfamily
161742	SPRED1	sprouty related EVH1 domain containing 1	Protein phosphatase 1 regulatory subunits, Sprouty related EVH1 domain containing 
200734	SPRED2	sprouty related EVH1 domain containing 2	Sprouty related EVH1 domain containing 
399473	SPRED3	sprouty related EVH1 domain containing 3	Sprouty related EVH1 domain containing 
79794	SPRING1	SREBF pathway regulator in golgi 1	
503542	SPRN	shadow of prion protein	
6698	SPRR1A	small proline rich protein 1A	Small proline rich proteins
6699	SPRR1B	small proline rich protein 1B	Small proline rich proteins
6700	SPRR2A	small proline rich protein 2A	Small proline rich proteins
6701	SPRR2B	small proline rich protein 2B	Small proline rich proteins
6703	SPRR2D	small proline rich protein 2D	Small proline rich proteins
6704	SPRR2E	small proline rich protein 2E	Small proline rich proteins
6705	SPRR2F	small proline rich protein 2F	Small proline rich proteins
6706	SPRR2G	small proline rich protein 2G	Small proline rich proteins
6707	SPRR3	small proline rich protein 3	Small proline rich proteins
163778	SPRR4	small proline rich protein 4	Small proline rich proteins
110806278	SPRR5	small proline rich protein 5	Small proline rich proteins
83932	SPRTN	SprT-like N-terminal domain	
10252	SPRY1	sprouty RTK signaling antagonist 1	Sprouty RTK signaling antagonist family
10253	SPRY2	sprouty RTK signaling antagonist 2	Sprouty RTK signaling antagonist family
10251	SPRY3	sprouty RTK signaling antagonist 3	Sprouty RTK signaling antagonist family, Pseudoautosomal region 2
81848	SPRY4	sprouty RTK signaling antagonist 4	Sprouty RTK signaling antagonist family
84926	SPRYD3	SPRY domain containing 3	
283377	SPRYD4	SPRY domain containing 4	
57213	SPRYD7	SPRY domain containing 7	
80176	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	SplA/ryanodine receptor domain and SOCS box containing family
84727	SPSB2	splA/ryanodine receptor domain and SOCS box containing 2	SplA/ryanodine receptor domain and SOCS box containing family
90864	SPSB3	splA/ryanodine receptor domain and SOCS box containing 3	SplA/ryanodine receptor domain and SOCS box containing family
92369	SPSB4	splA/ryanodine receptor domain and SOCS box containing 4	SplA/ryanodine receptor domain and SOCS box containing family
6708	SPTA1	spectrin alpha, erythrocytic 1	EF-hand domain containing, Spectrins
6709	SPTAN1	spectrin alpha, non-erythrocytic 1	EF-hand domain containing, Spectrins
6710	SPTB	spectrin beta, erythrocytic	Pleckstrin homology domain containing, MicroRNA protein coding host genes, Spectrins
6711	SPTBN1	spectrin beta, non-erythrocytic 1	Pleckstrin homology domain containing, Spectrins
6712	SPTBN2	spectrin beta, non-erythrocytic 2	Pleckstrin homology domain containing, Spectrins
57731	SPTBN4	spectrin beta, non-erythrocytic 4	Pleckstrin homology domain containing, Spectrins
51332	SPTBN5	spectrin beta, non-erythrocytic 5	MicroRNA protein coding host genes, Spectrins
10558	SPTLC1	serine palmitoyltransferase long chain base subunit 1	
9517	SPTLC2	serine palmitoyltransferase long chain base subunit 2	
55304	SPTLC3	serine palmitoyltransferase long chain base subunit 3	
171546	SPTSSA	serine palmitoyltransferase small subunit A	
165679	SPTSSB	serine palmitoyltransferase small subunit B	
144108	SPTY2D1	SPT2 chromatin protein domain containing 1	
80763	SPX	spexin hormone	
84654	SPZ1	spermatogenic leucine zipper 1	Protein phosphatase 1 regulatory subunits
6713	SQLE	squalene epoxidase	Flavoproteins
58472	SQOR	sulfide quinone oxidoreductase	Flavoproteins
8878	SQSTM1	sequestosome 1	Zinc fingers ZZ-type
10011	SRA1	steroid receptor RNA activator 1	
149563	SRARP	steroid receptor associated and regulated protein	
55133	SRBD1	S1 RNA binding domain 1	
6714	SRC	SRC proto-oncogene, non-receptor tyrosine kinase	SH2 domain containing, Src family tyrosine kinases
10847	SRCAP	Snf2 related CREBBP activator protein	SRCAP complex, Small nucleolar RNA protein coding host genes
80725	SRCIN1	SRC kinase signaling inhibitor 1	
6715	SRD5A1	steroid 5 alpha-reductase 1	Steroid 5-alpha reductase family
6716	SRD5A2	steroid 5 alpha-reductase 2	Steroid 5-alpha reductase family
79644	SRD5A3	steroid 5 alpha-reductase 3	Steroid 5-alpha reductase family
6720	SREBF1	sterol regulatory element binding transcription factor 1	Basic helix-loop-helix proteins, MicroRNA protein coding host genes
6721	SREBF2	sterol regulatory element binding transcription factor 2	Basic helix-loop-helix proteins, MicroRNA protein coding host genes
140890	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	RNA binding motif containing
285672	SREK1IP1	SREK1 interacting protein 1	
6722	SRF	serum response factor	MADS box family
153443	SRFBP1	serum response factor binding protein 1	
57522	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1	AH/BAR family Rho GTPase activating proteins, F-BAR domain containing 
23380	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	AH/BAR family Rho GTPase activating proteins, Small nucleolar RNA protein coding host genes, F-BAR domain containing 
647135	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B	Small nucleolar RNA protein coding host genes, F-BAR domain containing 
653464	SRGAP2C	SLIT-ROBO Rho GTPase activating protein 2C	F-BAR domain containing 
9901	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	AH/BAR family Rho GTPase activating proteins, F-BAR domain containing 
5552	SRGN	serglycin	Proteoglycans
6717	SRI	sorcin	EF-hand domain containing
6345	SRL	sarcalumenin	
6723	SRM	spermidine synthase	Seven-beta-strand methyltransferase motif containing
6725	SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	PTK6 family tyrosine kinases, SH2 domain containing
6726	SRP9	signal recognition particle 9	Signal recognition particle
6727	SRP14	signal recognition particle 14	Signal recognition particle
6728	SRP19	signal recognition particle 19	Signal recognition particle
6729	SRP54	signal recognition particle 54	Signal recognition particle
6730	SRP68	signal recognition particle 68	Signal recognition particle
6731	SRP72	signal recognition particle 72	Tetratricopeptide repeat domain containing, Signal recognition particle
6732	SRPK1	SRSF protein kinase 1	
6733	SRPK2	SRSF protein kinase 2	
26576	SRPK3	SRSF protein kinase 3	
6734	SRPRA	SRP receptor subunit alpha	
58477	SRPRB	SRP receptor subunit beta	
8406	SRPX	sushi repeat containing protein X-linked	Sushi domain containing
27286	SRPX2	sushi repeat containing protein X-linked 2	Sushi domain containing
63826	SRR	serine racemase	
402055	SRRD	SRR1 domain containing	
10250	SRRM1	serine and arginine repetitive matrix 1	
23524	SRRM2	serine/arginine repetitive matrix 2	NTC associated proteins, Spliceosomal C complex, Spliceosomal P complex
222183	SRRM3	serine/arginine repetitive matrix 3	
84530	SRRM4	serine/arginine repetitive matrix 4	
100170229	SRRM5	serine/arginine repetitive matrix 5	
51593	SRRT	serrate, RNA effector molecule	
6426	SRSF1	serine and arginine rich splicing factor 1	RNA binding motif containing, Serine and arginine rich splicing factors
6427	SRSF2	serine and arginine rich splicing factor 2	RNA binding motif containing, MicroRNA protein coding host genes, Serine and arginine rich splicing factors
6428	SRSF3	serine and arginine rich splicing factor 3	RNA binding motif containing, Serine and arginine rich splicing factors
6429	SRSF4	serine and arginine rich splicing factor 4	RNA binding motif containing, Serine and arginine rich splicing factors
6430	SRSF5	serine and arginine rich splicing factor 5	RNA binding motif containing, Serine and arginine rich splicing factors
6431	SRSF6	serine and arginine rich splicing factor 6	RNA binding motif containing, Serine and arginine rich splicing factors
6432	SRSF7	serine and arginine rich splicing factor 7	RNA binding motif containing, Zinc fingers CCHC-type, Serine and arginine rich splicing factors
10929	SRSF8	serine and arginine rich splicing factor 8	Serine and arginine rich splicing factors
8683	SRSF9	serine and arginine rich splicing factor 9	RNA binding motif containing, Serine and arginine rich splicing factors
10772	SRSF10	serine and arginine rich splicing factor 10	RNA binding motif containing, Protein phosphatase 1 regulatory subunits, Serine and arginine rich splicing factors
9295	SRSF11	serine and arginine rich splicing factor 11	RNA binding motif containing, Serine and arginine rich splicing factors
135295	SRSF12	serine and arginine rich splicing factor 12	RNA binding motif containing, Serine and arginine rich splicing factors
140809	SRXN1	sulfiredoxin 1	
6736	SRY	sex determining region Y	SRY-box transcription factors
6760	SS18	SS18 subunit of BAF chromatin remodeling complex	GBAF complex, BAF complex
26039	SS18L1	SS18L1 subunit of BAF chromatin remodeling complex	BAF complex
51188	SS18L2	SS18 like 2	
6741	SSB	small RNA binding exonuclease protection factor La	RNA binding motif containing, La ribonucleoproteins
6742	SSBP1	single stranded DNA binding protein 1	Mitochondrial nucleoid associated proteins
23635	SSBP2	single stranded DNA binding protein 2	Wnt enhanceosome complex
23648	SSBP3	single stranded DNA binding protein 3	Wnt enhanceosome complex
170463	SSBP4	single stranded DNA binding protein 4	Wnt enhanceosome complex
136853	SSC4D	scavenger receptor cysteine rich family member with 4 domains	Scavenger receptor cysteine rich domain containing, Scavenger receptors
284297	SSC5D	scavenger receptor cysteine rich family member with 5 domains	Scavenger receptor cysteine rich domain containing, Scavenger receptors
54434	SSH1	slingshot protein phosphatase 1	Slingshot protein phosphatases, MicroRNA protein coding host genes
85464	SSH2	slingshot protein phosphatase 2	Slingshot protein phosphatases
54961	SSH3	slingshot protein phosphatase 3	Slingshot protein phosphatases
136263	SSMEM1	serine rich single-pass membrane protein 1	
8636	SSNA1	SS nuclear autoantigen 1	
8082	SSPN	sarcospan	
